"","age.raw","age.pred","age.resid","makeup.raw","makeup.pred","makeup.resid","trait01.raw","trait01.pred","trait01.resid","trait02.raw","trait02.pred","trait02.resid","trait03.raw","trait03.pred","trait03.resid","trait04.raw","trait04.pred","trait04.resid","trait05.raw","trait05.pred","trait05.resid","glasses.raw","glasses.pred","glasses.resid","glasses.probs","glasses.resid.probs","gender.raw","gender.pred","gender.resid","gender.probs","gender.resid.probs"
"vid31_face03_2s",3,2.7890478855489,0.185916239744373,1.4,0.908278466372763,0.475151500584822,-0.231981352083938,-0.243106482540843,0.0126600797942751,0.957040927044796,0.19596002418966,0.776343453461688,-0.441208100519278,0.0288535221498132,-0.457198293028099,0.885802840326016,0.0363006238236995,0.768687381218741,-0.75361627167169,0.420116404222225,-1.13455852651122,0,0,-1.02849740932747,0.982931121011164,-1.02126591804978,0,0,-1.05665024640851,0.739341622810482,-1.10006934715656
"vid32_face01_2s",2,1.16463857777542,0.87271171481538,0.6,-0.0297068428369162,0.67868398833621,-0.139262822134307,0.84496759685324,-1.01237660463923,0.977693009377753,-0.219842372800519,1.18090560541456,-0.785902754891094,-0.025927955266537,-0.769464403080743,0.680046491696315,-0.0535958606627669,0.855342655404529,0.519887504190005,-0.282625241131823,0.789789710086769,0,0,-1.02849740932747,0.993979581857515,-1.01952831973546,1,1,1.06356968216696,0.0105627171819319,1.00945780445798
"vid32_face02_2s",2,1.71245541969204,0.30385572163025,0,0.292483607431359,-0.266021393414267,0.371301406619882,0.1434790390186,0.218811806051555,-0.564273739938763,0.122274831240396,-0.676937725115173,0.724932621227574,0.26463367373037,0.569369575708601,-0.523713890915647,-0.0236082744581654,-0.445960126073175,-0.743485430690315,0.0591636329638066,-0.790131129584879,0,0,-1.02849740932747,0.992954388656287,-1.01968339083741,1,1,1.06356968216696,0.0780346317559886,1.01801981286192
"vid32_face03_2s",1.8,1.58805261953019,0.233036267072217,1,0.581505799537451,0.42475930793385,-0.563884560155503,0.290451667777007,-0.867355996682821,1.2884317329912,0.0958312620562975,1.20018307721153,0.186409457353243,-0.291195704666053,0.35987619491651,2.09517248262713,0.00328034191242681,2.08546405144377,1.36783217027164,-0.0693778974088872,1.44023526202543,1,1,1.11111111111111,0.0024963893944436,1.02439191406121,0,0,-1.05665024640851,0.703815089749841,-1.14051110261435
"vid32_face04_2s",1,1.44385884837039,-0.417232135379169,0.6,0.706150759590325,-0.108595943603006,-0.654616262918401,-0.650494726011322,0.00852639239773322,0.642158155901979,0.312098449871458,0.354230153077598,-0.470864972718341,0.880962355980013,-0.991271080712739,-1.70735107002149,-0.0324550530415949,-1.60082086417526,0.712017267348383,0.118450557239937,0.610462959416183,0,0,-1.02849740932747,0.996273927417292,-1.01918568826007,0,0,-1.05665024640851,0.811956924450836,-1.05000342603589
"vid32_face05_2s",3.2,2.45024812771451,0.737727754080945,0,0.0289275095999987,0.0159522195217424,0.712793604666243,0.532451796483833,0.160720615297894,1.30549287893157,-0.137377640702808,1.43256584405238,-0.335309929957433,-0.47510581620623,-0.052975423869097,-0.276461532267832,-0.0243476579162879,-0.196302731031472,0.726526671891888,-0.336226080864647,1.04607131731328,0,0,-1.02849740932747,0.984885101798315,-1.02094773529675,1,1,1.06356968216696,0.0445145491686105,1.01308175551634
"vid32_face06_2s",2.6,2.09282904485072,0.508873676967229,0.6,0.689284354848846,-0.0905509007399153,-0.823924924912917,-0.0257838867959381,-0.802534344421971,0.407797520588205,0.272761261669216,0.156189516808302,-0.628290071250176,0.110060741560272,-0.692351839004662,1.38498645816967,-0.0209093345199954,1.45396122112225,-1.07167943652969,-0.0944920001683345,-0.976016908288241,0,0,-1.02849740932747,0.999228852117613,-1.01875324970254,0,0,-1.05665024640851,0.662424137755823,-1.20866679241614
"vid32_face07_2s",1.4,1.40178752949091,0.0264549513523411,0.2,0.328259351558222,-0.104297175723735,-1.00198401006567,-0.470635089847493,-0.523607309555785,0.188324602378761,0.324329512839264,-0.110896332543861,0.659988001168909,0.349760104246966,0.454033356975811,-0.547951140617836,-0.0178310017591074,-0.488989453074377,-1.05589900263992,0.210417564630119,-1.24262859188085,0,0,-1.02849740932747,0.998970285898723,-1.01879069723443,1,1,1.06356968216696,0.254717950303707,1.09746732483282
"vid32_face08_2s",2.8,2.77994820977307,-0.00463460735442111,1.6,1.05179118792594,0.5216099929832,-1.52293279459687,-0.901605419599877,-0.601829498124505,-0.679467261975766,0.284139431389896,-0.941580722100397,1.38234404945768,0.530943332705748,1.0691358474733,-0.353146828178033,-0.0300108877171822,-0.254566903736284,0.802958012630147,0.285543606165831,0.546650409457892,0,0,-1.02849740932747,0.999438241091367,-1.01872297908877,0,0,-1.05665024640851,0.952895032109661,-1.01300792196165
"Vinz",1.8,2.52728608244354,-0.742268877817068,0.2,0.35314227223139,-0.13091893519106,-1.63149533537438,-0.803865611399592,-0.810798052001334,-0.124345859889024,0.344137731585282,-0.441855709673311,-0.65689616866701,0.0528946818396159,-0.687117810367312,-0.114103043148875,-0.00185905510617984,-0.107094253062803,1.19476233681458,-0.193604749956948,1.38221817859413,0,0,-1.02849740932747,0.999474867958096,-1.01871768909711,1,1,1.06356968216696,0.179160612630159,1.04735331706954
"wall_of_faces_vid01",1.6,0.695111278557233,0.960271420336337,0.6,-0.101023985081901,0.754984830656151,-1.30162899477365,-0.452390134240948,-0.841994946672829,0.428685533813033,-0.766713473371185,1.13682384411445,0.909749094800374,0.539685678524154,0.591365757675498,-0.252324016073318,0.00461022218377971,-0.266358227630822,0.311494786398388,-0.0856851417644277,0.399000839146228,0,0,-1.02849740932747,0.999686047019317,-1.01868721779814,1,1,1.06356968216696,0.0155728903133241,1.0099215368046
"wall_of_faces_vid03",2.4,2.70050354670075,-0.32213883640085,0.2,0.454940467685983,-0.239830871582926,-0.237790012078674,-0.40452442292928,0.172672615231963,-1.93805601465285,-0.119048695408606,-1.82790615222431,0.917756593961504,0.0656929543525365,0.879958863280619,-0.631871439444371,-0.0100542794429419,-0.59820555746712,-1.4248178518423,-0.63451236161982,-0.829015246149711,0,0,-1.02849740932747,0.975002746337647,-1.0226073237288,1,1,1.06356968216696,0.142899917429637,1.03348841446521
"wall_of_faces_vid06",1.6,1.09611217177018,0.543869908147173,1.2,0.704108844080947,0.4935886626278,-1.51048931234662,-0.871761926922595,-0.620043597179765,-0.718460379862872,0.0546354135307345,-0.768672936788906,1.03468282952433,1.50612659170906,0.144203348535246,0.977524130261299,-0.0447618844191147,1.12408549589508,0.341897140266412,-0.0201049471679062,0.368666069109136,0,0,-1.02849740932747,0.999249530065054,-1.01875025818917,0,0,-1.05665024640851,0.972574081808061,-1.01077839293488
"wall_of_faces_vid08",2.2,2.10793449829595,0.0931880918142882,1.2,1.34997287709581,-0.197408875858874,-1.42802361300248,-0.0939786616060993,-1.33657799987976,-1.04251571071044,0.00998157284908035,-1.051499406983,0.950372686890597,0.794775096117071,0.480986148065016,-0.453543142078711,0.0492901651576711,-0.612910452109782,0.38763062158585,0.487489498840116,-0.0557092522429786,0,0,-1.02849740932747,0.998976921571348,-1.01878973527146,0,0,-1.05665024640851,0.996695927532263,-1.00855984087677
"wall_of_faces_vid09",1.8,1.2360590270553,0.598548331180271,0.4,0.290410416722867,0.136196673552079,-0.50145690731158,-0.237629867218764,-0.262441485141119,0.556996042405815,-0.0487162757667984,0.60220802973629,0.36661309761433,0.274586790818349,0.205158186562992,-0.407911227828757,-0.0257813593174557,-0.323088941076326,0.454484292184809,0.341986529228891,0.145902052855408,0,0,-1.02849740932747,0.999972714452822,-1.01864593354204,1,1,1.06356968216696,0.0845750493703498,1.01918175361251
"wall_of_faces_vid100",2,1.17338882766787,0.863625407655172,0.2,0.198668529095935,0.0343495591221477,1.03642927005154,0.659754390223195,0.35358105071364,-0.436654173264998,0.0415850015153672,-0.474817293675863,0.604278864124708,0.0884455951574325,0.55301243826585,-0.386760488378743,-0.0117390306076752,-0.347614516440978,-1.08405221776633,-0.370506102173486,-0.73275911666385,1,0,36.0909090896266,0.977797109123207,46.1974268931858,1,1,1.06356968216696,0.0610821143398102,1.01532531870521
