"cfs.glasses" "cfs.gender" "cfs.age" "cfs.makeup" "trait.factor01" "trait.factor02" "trait.factor03" "trait.factor04" "trait.factor05"
"68" 0 -0.0270934135359837 0.0218504684621949 0.0112672043946622 0 0 0 0 -0.0206004015158033
"69" 0.751600894698224 -0.00367231510372321 0 0.0296199085005075 -0.0470513298613422 0 0.063672101071654 0 0
"70" 0 0 0.0355582186535043 0.00205882403823023 0 0.017556537286864 -0.00998787673534827 0 0
"71" 0 0 -0.026790405065657 0 0.00500262531697568 -0.00198516217634201 0.0157386390722046 0 0
"72" 0.246535365849339 0 -0.0538907028192587 0 0 -0.00430090362737843 0.0512375551025089 0 0.0322639835081397
"73" 0.0340372901334905 0 0.0251853666168797 0 -0.0228104009911256 0.0239994292714763 0 0 0.017299157447695
"74" -0.726491502752558 0 -0.100583120431163 -0.0150441646466594 0.0153113622588679 -0.0769375118827375 0.0328270467382832 0 0
"75" 0 -0.0807023458045236 0.0183244317664933 0.00046400019756111 0 0 0.0201806561760483 0 -0.00661518268252166
"76" 0.102102685576526 0.0737034243745742 -0.0311125968559987 -0.0127199590815712 0.00789017900020096 0.0128252291573759 0.0289439395024939 0 0
"77" 0.298064355813683 -0.00216658549515309 -0.049100712824091 0 0 0 0.0452009281259602 0 0
"78" -0.185955193330593 0 0.0185729798721728 0.0111441873398547 -0.00550235602353699 0 -0.0160535314930716 0 0.0190421075248783
"79" -0.276046149119544 0 0.0185824037584497 0 0.016830889147968 0 0.0134972156698724 0 0
"80" 0 0 -0.0753277468569197 -0.00198918489026433 -0.00321782546480954 0 0.067354703162171 0 0
"81" 0 -0.0328466568653003 -0.00967866891936635 0.0146081800273595 0 0 0 0 0.0130782690973788
"82" -0.0722228447977222 0 0 0.00561774073636637 -0.0092530843929063 0.0220046257408699 0.00322743945194606 0 0.0135570732803129
"83" -0.141133697684386 0 0.0565048391808283 0 -0.00293716467305281 -0.0230688072525829 0 0 -0.0135123537786035
"84" 0.0241275685733313 0 0 0 0 0 -0.00752397962786057 0 -0.0515125528300321
"85" -0.15569914850103 0.0255796732831216 0 0 -0.0400582034150261 0.0184661930657246 -0.034799036964958 0 0
"86" 0 0.0157580693456648 0 -0.0178550881117083 0 0.00649845059963528 -0.0409124319683127 0 0
"87" -0.352750693207682 0 0 0 0 0 -0.0144886791376849 0 0
"88" -0.189450863756558 0 0.0626603919964635 0.0215213758186345 0 0 0.00398370852005018 0 0
"89" 0 0 -0.0285072225945196 0 0.00419541113585622 0 0.0603351969071673 0 0
"90" -0.466456620504745 0 -0.0152559796848922 0 0 0 0.0125685325983103 0 -0.00411472625633395
"91" 0.0291846616007754 0 0.0447473216543108 0.00635204141378141 -0.000502867579051685 0 -0.0346843590508275 0 0.00103005283922564
"92" -0.110950767077154 0 -0.00315736282065988 0.000227786955369915 0 0 -4.78997089927434e-05 0 0.0304931071369031
"93" 0 -0.0775990784877363 0 0.0148862167536059 -0.0100076224583402 0 0 0 0
"94" 0.33414506443801 0 0.0241157435473967 0 0 0 0 0 -0.0541112030386195
"95" 0 0 0 0 0.00225610316197173 0 0 0 0
"96" -0.182138106436357 0 0 0.00257449497776791 -0.0374890081638377 0 0 0 0.00675032901007309
"97" 0.119198009060351 0 0 0 0.0235600118485156 0 -0.0419710885196473 0 -0.00934059253622089
"98" -0.19293145801126 0 0 0 0 0 0 0 -0.0137090033784932
"99" 0.255376322931689 0 0 0.00315167997128138 0 0 -0.00182703054559454 0 0.0445675651646601
"100" 0 -0.0145730089747843 -0.103525534769246 0 0.024402665844497 0 0.0194489809014293 0 0
"101" 0 0 0 0.017097714674396 0 0 -0.0531204856670198 0 -0.00511285242110586
"102" 0.282796046846001 0 -0.0388163011026552 0 0 0 0.0249531319517529 0 0.0339767693650777
"103" 0 0 0.00157089405990909 0.00449970581629756 -0.00650920361252196 0 -0.00965104412943303 0 0.0335390034972528
"104" -0.288570491708257 0.0776297859080208 0 0 0 -0.000733921278780369 -0.0162200415711713 0 0.0167599542607221
"105" 0.0409036433853434 0.0112706269071961 0.0486613996997452 -0.00900133933443578 0 0 -0.0521681815535299 0 -0.0262275382193243
"106" 0 0 0.0357586679091245 0 -0.00724238930415314 0 -0.00909610655913102 0 -0.0160144497777875
"107" 0 0 0 0 0 0 -0.0239839846856684 0 0
"108" -0.154599206170983 0 0 0 -0.0014929464884262 0 -0.00585649390046346 0 0
"109" 0 0 0.00204782481029777 0.00489759942320172 -0.00149839335506402 0 -0.0414309926660166 0 0
"110" -0.730599525737914 0 -0.000235580179684295 0 0 0 -0.0318132187268449 0 0
"111" 0.157222608680256 0 0 0 0.00298951037778028 0 0.0585468426897731 0 0
"112" 0 -0.0308060104822867 -0.000293176775459165 0 -0.00353102970683886 0 0.0432222134687406 0 -0.0281669189920296
"113" -0.290105741987633 -0.0455958748768134 0.00742456958360023 0 0 0 0 0 0
"114" 0.00295300344000352 0 -0.0303991535464276 0 0 0 -0.0318018278850921 0 -0.00384145372352383
"115" 0 0 0.0351174698207352 0 0 0 0.00685012282877531 0 0
"116" 0 0 0.00117093432001191 0 0 0 0.0113995479774765 0 0
"117" -0.0737529840581566 -0.0037724154271927 -0.0710899280658304 0 0 0 0.0275294421144981 0 0.0411462213813602
"118" -0.458845131531506 0 -0.0125537903587589 0.0069617425159012 0.0281202534310584 0 0 0 0.0277885620006766
"119" -0.0533981961767295 0 0 0 0.0166396864031981 0 0.00505558837477022 0 0.0290131125443912
"120" 0 0.180370124567806 0 -0.00920825164943057 0 0.0051228099791399 -0.00565985131998533 0 -0.00276580762494073
"121" 0 0 0 0 0 0.00701278428885706 0 0 0
"122" 0.0606067574413216 0 -0.0341512920127848 0 0 0 0.0365471713957018 0 0
"123" -0.0587546472188526 0 0.018542263822947 -0.00506269014596439 0.0228265611008743 -0.0180059547790784 0.0044632293226264 0 0
"124" 0 0 0.0250004466321781 0 0 0.00949866962131194 0 0 0
"125" -0.257509316339216 0 0.015208967676731 0.000489109409616697 0 0 -0.0354657352097463 0 -0.0176958525905431
"126" 0 0 0 0 0 0 -0.0165531525395916 0 0
"127" 0 0 0 0 0 0 -0.0175330252553023 0 0.00173070717576277
"128" 0 0 0 0 0 0.000973052295260065 0.0435140267903023 0 0
"129" 0 0 0 0 0 0 -0.0645158771274912 0 0.0256651361686486
"130" 0 0 0.0135462789524285 0.00938761645716561 0 0 -0.0423449486932387 0 0.00057349534031158
"131" 0 0 -0.0124053350830771 0 0 0 0 0 0
"132" -0.0678206399001376 0 0 0 -0.0417195958782324 0 -0.0283220154229564 0 0
"133" 0 0 0 0 0 0.00267471743691456 -0.033910385027442 0 -0.00603547357575362
"134" 0 0 0 0 -0.00402860003361644 0 -0.0174377648688871 0 0
"135" 0 0 0 -0.00531770082161624 0 0 -0.0310832944491885 0 0
"136" -0.245469628502332 0 0 0 0 0 0 0 -0.00600087033189867
"137" 0 0 0.0126997208856879 0 0.00744815532916253 -0.00168376504421443 -0.0104858645769601 0 -0.00358687893974912
"138" 0.37429910233823 -0.008537488879659 -0.0359524257131269 0 -0.00747025529791629 -0.000406326588745869 0.00969565863924335 0 0.00505589536576877
"139" 0 0 0.030548199509876 0 0 0 -0.0281098962241611 0 -0.0181028175227501
"140" -0.224138167605466 0 -0.0256068964276887 0 0 0 0 0 0.0128002441685032
"141" 0 -0.0181513151459944 -0.0147627559234275 0.00928404185769578 -0.0134624122732953 -0.00345395752078391 0.0196113411422524 0 0.0163861124495446
"142" 0.121077517615603 0 0 -0.00254799323234706 0.00389245662084506 0 -0.00926572929119846 0 0
"143" -0.0712013291219725 0 0 0.0052603119003901 0 -0.014386895861232 -0.00952627230985051 0 0
"144" 0 0 0 -0.00669393126143204 5.20686947001083e-05 0 0.018030580177154 0 -0.00365998037980288
"145" 0 0 0 0 -0.0332470349753522 0 -0.0279971162980918 0 0.00649145987796239
"146" -0.0912653159478814 0 0 0 -0.0303905066293378 -0.039803806228474 0.00344115767375477 0 0
"147" 0 0 0 0 0 0 0.0167805951456125 0 0
"148" 0 0 -0.0117883302199813 0 -0.0150497468693686 0 0.0036641608070343 0 0
"149" 0 0 0 0 0 -3.87456575306286e-18 0.0526693261518256 0 0
"150" 0 0 0 0 0 0 0.0513769041573337 0 -8.10924430442354e-05
"151" 0 0 -0.000669054526135174 0 0.0195338530737336 0 -0.0270563257117981 0 0
"152" 0.41857745730558 -0.0654897075584706 0 0 -0.00332969444496542 0.0425395363379732 0.00807282999491766 0 0
"153" 0 0 -0.0172676824294497 0 0 -0.0191172918342643 0.0139436051446588 0 0
"154" -0.313037556855249 0 0 0 0 0 0 0 -0.0308288899815345
"155" 0 0 0 0.0021167165486964 -0.00368818434996178 0 -0.00822506234648264 0 -0.0375104852710827
"156" 0 0 0 0 -0.0207286117083635 0.0262162679824927 -0.00274416283915347 0 0.00575242719699233
"157" 0 0 0 0 -0.0090672724084646 0 0.0364747125358852 0 -0.00244747488521622
"158" 0.320853522440582 0 0.0476003292623417 0 0 0.0289146259095357 0.0398742106449066 0 -0.0135229906370629
"159" 0 0 -0.0216165176416201 0 0 0 0.0234081492397076 0 0.00218754127800302
"160" 0 0 0 0 -0.022467488301218 0 0.0461675474072232 0 0.032302248535415
"161" 0 0 0.011514460165212 0 -0.0138209936879947 0 -0.0284373152411114 0 0.00392102650182771
"162" 0 0 0.0620080802154027 -0.000518109134931124 0.00681911465149449 0.0208579677898641 0.0122842873604856 0 -0.00738583729983294
"163" 0 0 0 0.00726879407876016 -0.0408113641336476 0 -0.045625651014296 0 0.0142912277779128
"164" 0 0 0.014553856340679 -0.0185284004709112 0 0 -0.0276528655898249 0 -0.0100769251971677
"165" 0 0 0.0114765377402792 0 0.0293203679923348 0 -0.00900596226541237 0 0
"166" 0 0 0 0.00554376598285127 -0.022900067891276 0 -0.0176689268409928 0 -0.00691387427288256
"167" -0.0505251117914704 -0.0544590527318998 0.000536280635894334 0 0 0.0310969281122142 0 0 0
"168" 0 -0.00888462596576166 0 0 0 0 0.00709516572133078 0 0.00899148477804766
"169" 0 0 0 -0.000617762465504052 0.0229189004369076 0 0 0 -0.00582188335170956
"170" 0 0 0 0 0 0 -0.0124542988114779 0 -0.0267247869324283
"171" 0 0 0 -0.00218274784040689 0 -0.000799606859838978 0.0008596210796404 0 0
"172" -0.0387312354343251 0 0 0 0.0225188586649616 -0.0162951339553571 -0.0315957701838485 0 0
"173" 0 0 0.00262924672860514 0 0.0100510532707161 -0.0263842756505079 0 0 -0.0109376321496172
"174" 0.076136471726177 0.108316831247113 0.00560517138062135 -0.0136224974344401 0 0 -0.0330959367851193 0 -0.00482890911369048
"175" 0 0 -0.00888077340774886 0.000546743630971713 -0.0125903956358047 0 -0.014951684229059 0 0
"176" 0.298412830854543 0 0.00545843448468625 -0.00722974151583666 0.00813150278315326 0 0.0271846779416725 0 -0.0143052459169838
"177" 0 0 0 0 0 0 -0.0543888117789146 0 0
"178" 0.379551661827333 0 -0.0366928445543863 -0.0043268389432291 0 -1.43062361533124e-18 0 0 0
"179" 0 0 0.0281054631557387 0 0 0.0241155253852448 0.0283764126882367 0 0.000996824878365995
"180" 0.0838339576371371 0 0 0.00662239438464679 0.00543244451036565 0 -0.0424866435135132 0 0
"181" 0 0 -0.0331463728639812 0 0 0 -0.0302558772647557 0 0.0311781189034912
"182" 0 0 0 0.00459691562624363 0.032510548696682 0 0 0 -0.0124293863190142
"183" 0 0 0.0216201579533394 0 0 0 -0.0144894551431643 0 0.00564473823468083
"184" 0.189656754096244 0 0 0 0 0 -0.0335257723695951 0 0.00522376463909801
"185" 0.208001912164737 0 0.0133199151796314 0 0 0 -0.0555617503043105 0 0
"186" -0.465070519088313 0 -0.0420312160714321 0.00692956656031289 0.00765869333570331 -0.0794748182609397 -0.0291903461423353 0 0
"187" -0.472955816579028 0 -0.0171177976411324 0 0.0202147178995529 0 0.0344689219886784 0 0
"188" 0 0.0161689634584308 0 -0.00999716172904535 0.0221490976269928 0.0298814946617655 0 0 0
"189" -0.278323500227524 0 -0.0150012979530775 0 0 -1.45224619516566e-17 0 0 0.000139033593882315
"190" 0.234504766234106 -0.120697599722708 0 0.0172991508638359 -0.0121563288397927 0 -0.010254424383443 0 0
"191" -0.0807745661146165 0 -0.00478209436758629 0 0 -0.00626861396596322 -0.0241825643517927 0 0
"192" 0.479669907095535 0 0 0.00158907027478927 0.00754513284324697 0 0.0370260414889255 0 0
"193" 0 0 0 0 0 1.16461906832398e-17 0.0129230621066427 0 0
"194" 0 0 0 -0.000434579908068854 0.0240031053210199 0 -0.0283631000140826 0 0
"195" 0.370942423776736 0 0 0 0.00914280426457812 -0.0177315810677829 -0.0251451522376152 0 -0.00388205599265995
"196" 0 0 -0.0221216844585053 0 0.00976059289055957 0 0.0362183661763597 0 0
"197" 0.166334692814428 0 0 0 0 0 0.00330746562175923 0 0
"198" 0 0 0 0.00251037487595624 0 0 0 0 0
"199" 0 0 0.0940800422608445 0 0 0 -0.0490810915507575 0 0
"200" -0.0959699643936111 0 -0.0129401674187029 0 0.0208495795170071 0 0.0518536404381662 0 -0.00124122255195322
