,rel_scale,rel_pose_scores,rel_pose_scores,rel_pose_scores,rel_pose_scores,rel_pose_mse,rel_mouth_scores,rel_mouth_scores,rel_mean_fds,vids
0,-0.00206508262174,2.33803442653,1.82565686456,0.573887166197,0.0524940828348,-0.320158085124,-2.00413973511,0.198040026894,1.0696405201,Ahmed_Chalabi_U000_vid06_clip05_2secs
1,-0.0141666369553,-1.38921574055,1.63595554691,0.188342309159,0.557642412852,0.0492058283884,0.0242211940715,-0.415929310191,1.13141989389,Aidan_Quinn_vid01_clip03_2secs
2,-0.00322481893823,2.99240925004,1.87473574629,-1.23515052855,0.412159507317,-0.853114832592,0.703857536326,0.539019437647,1.81436228654,Aisha_Hinds_vid05_clip02_2secs
3,-0.00358599198764,1.16272754338,-0.362311724779,-0.368915435594,0.653326158598,0.587691573033,-2.66745360531,-1.59172403194,1.50844845262,Aishwarya_Rai_vid05_clip06_2secs
4,-0.00252540645504,-1.46044933473,-0.146162377813,0.0111832894864,0.223932211542,0.0571210304331,1.6195898826,-0.69873737891,2.33910533165,AJ_Cook_vid03_clip01_2secs
5,0.00371020298996,-2.50140841551,-1.11452152761,-1.08428882166,-2.82398233423,-0.0828277698699,-4.0240208691,0.114086772704,2.93794557599,Aki_Linnanahde
6,-0.000503775289335,1.11920043449,0.990489643323,-0.605261956234,-1.20725413017,0.196645471923,1.313431875,-1.52929615387,1.20295717964,Alan_Alda_vid04_clip01_2secs
7,0.00325261090398,0.400567509486,0.431574074752,0.783235759484,0.489471250756,0.00577523658242,5.3944529652,3.13216669195,1.02751288217,Alan_Ball_vid03_clip01_2secs
8,0.00930482789304,-0.0630386494212,-0.238033421039,-0.166607833267,1.26571199532,-0.476138885267,-2.01531598555,-2.35362357844,1.38573986667,Alanna_Ubach_vid01_clip05_2secs
9,-0.00692883952808,-1.6224733417,1.69571735898,-0.195615774297,-1.06846559692,-0.189582022384,-1.45090987903,-2.3242489817,1.57865023893,Alastair_Campbell_vid03_clip01_2secs
10,-0.00165349757738,-0.899228703549,0.619832658101,0.316548632017,-0.296856049961,0.145566113346,-1.65167910981,2.18961784177,1.20532148212,Alberto_Acosta_vid05_clip01_2secs
11,-0.00149695147135,-0.158259650816,-0.352182479644,-0.514520863822,-0.110713073288,0.0922946857367,0.747436077041,-0.868743332257,1.3358589882,Alberto_Gonzales_vid01_clip01_2secs
12,0.00108323853872,1.84299571591,0.193801195803,-1.68598408598,0.271480223371,0.0560367297689,1.34596252719,-0.00509183675092,1.340904263,Alejandro_Toledo_vid03_clip01_2secs
13,-0.00129216156899,5.43198032748,0.908957377748,-0.49432966486,0.53682963426,-0.00997015196509,0.344613823512,-0.825828202523,1.64198752065,Alek_Wek_vid01_clip06_2secs
14,-0.0041306793615,-3.1357267199,-0.531963848925,-2.21206099496,-0.769807322222,0.900030509865,-1.74863884,0.41269895383,1.64710425023,Alessandro_Nesta_vid03_clip06_2secs
15,-0.00593924625433,-2.5273660761,1.23957723618,-1.12533724183,0.868926980887,-0.156046356833,-1.99732832755,-0.173151906537,1.68726496812,Alexander_Skarsg__rd_vid02_clip03_2secs
16,0.00310915682229,1.65495336739,-1.40223235823,-0.672771498659,-1.24189527735,-0.149867657169,1.40693327512,1.55751972443,0.946754508632,Aaron_Sorkin_vid03_clip01_2secs
17,0.000512795118056,-0.994965916398,-0.841492678734,-0.457253948973,-1.54258195489,0.0183588992366,2.11023600063,-0.214102274485,1.1810718979,Abba_Eban_vid03_clip18_2secs
18,-0.0052934761345,-2.9106832933,0.856113053368,0.124544411335,-0.321049093081,-0.251839583315,-2.49534202276,0.145542171879,1.50354345816,Abdullah_vid02_clip01_2secs
19,0.00084548361814,-1.08050956633,-1.11950134012,0.596429284378,-0.5171184285,0.428215679236,5.87680974447,1.03798452017,0.884831931146,Adam_Ant_vid02_clip05_2secs
20,-0.00466350459283,8.96945681876,1.06182167723,-3.16487653361,0.292179092704,-0.293822401833,-2.45799336097,-2.15475783633,1.84676604588,Ada_Nicodemou
21,0.000663058326973,0.188939968822,-0.402718828449,-0.106992642783,0.403031229366,-0.0386767370735,-0.110316470165,0.288849802646,1.37120486908,Adel_Al_Jubeir_vid01_clip01_2secs
22,0.000818554170786,3.02019581961,-0.212363764913,-0.187065246488,-0.447723534622,0.0747238586406,0.853099711076,0.50886381618,0.822856621506,Adele_Haenel
23,0.0031765596956,5.52297632937,0.54325407992,0.748945298321,0.107601463809,0.173249077622,0.989711351572,-0.568239700477,0.898455115971,Adrian_Fernandez_vid01_clip01_2secs
24,-0.0039866963622,3.25760854071,2.79606474409,0.814796785809,1.52116396656,-0.780941787387,0.826299675058,2.13197324118,0.98574227783,Adrienne_Barbeau_vid06_clip01_2secs
25,-0.00461334915225,6.38151487486,1.47221780479,0.436343505607,-2.14015357632,0.175066566356,4.06646327645,0.626082428435,1.12392325091,Adrienne_Frantz_vid05_clip03_2secs
26,-0.00223923880797,1.07781384634,1.51347460933,0.0492516457169,-0.779912436386,-0.324987358569,-0.306236126626,-2.55958116541,1.66432343437,Agnes_Bruckner_vid02_clip05_2secs
27,-0.00492237052885,1.14762065044,1.17890530778,-3.94545934767,-0.357511314263,0.468220519701,-2.49209979992,0.188047166722,1.16222297258,Agnetha_Faltskog
28,-0.00107860287656,1.57553689119,-0.610926004983,-0.787548643701,0.535151974071,0.0155518989356,1.1152746238,1.10992016143,1.21175451634,wall_of_faces_vid99
29,-0.000429890587874,3.41664975342,0.0105936994769,-0.464256539706,0.0500695247999,0.0859506066994,1.20651235591,0.492216751611,1.44492694027,Wolfgang_Ebert
30,0.00191113132017,-1.29961688744,0.515382457205,0.100837192186,-0.0197573533123,0.0231448865807,3.1949363843,-1.80997931347,1.25330909261,Wyatt_Roy
31,-0.000663858693176,2.15385740766,0.172101188162,-1.40372575708,-1.38316347966,0.0523237275581,0.507578519801,-0.999503327637,0.998857003464,Xavier_Horan
32,5.19335230156e-05,6.89101527903,0.029834122836,1.46756726904,0.403231730203,0.167817821415,-2.63625223056,-0.278479369537,1.77212195814,Xavier_Woods
33,0.00284850052561,0.579197218353,-1.36705280338,0.0460367629374,1.27166928606,0.184421198435,0.778749580827,-0.632851176824,0.992001034152,Ylvis_Brothers_01
34,-0.00280580343371,1.30641483166,-0.261539174739,-0.539562892879,0.162898092586,0.166157743044,0.155880849166,1.5822738917,1.07682497733,Ylvis_Brothers_02
35,0.000793618763899,-0.132500918804,-0.0459872685236,0.453416276108,0.366372405866,-0.110639961866,0.546505504271,-1.81850891961,0.900199152121,Zabou_Breitman
36,-0.000255449282204,2.16128768822,1.28916903618,-0.144449483317,0.0811950794031,-0.235438549115,2.2230007496,-2.82078645551,1.55556874451,Alexandre_Despatie_vid01_clip03_2secs
37,-0.000226113578001,-1.52082704411,2.48344247643,-4.09546764294,-2.89142805245,-0.851702811664,0.461617925777,2.82338772335,1.89379435954,Alexandre_Herchcovitch_vid05_clip02_2secs
